0000.mp4,REAL
0000_fake.mp4,FAKE
0001.mp4,REAL
0001_fake.mp4,FAKE
0002.mp4,REAL
0002_fake.mp4,FAKE
0003.mp4,REAL
0003_fake.mp4,FAKE
0004.mp4,REAL
0004_fake.mp4,FAKE
0005.mp4,REAL
0005_fake.mp4,FAKE
0006.mp4,REAL
0006_fake.mp4,FAKE
0007.mp4,REAL
0007_fake.mp4,FAKE
0008.mp4,REAL
0008_fake.mp4,FAKE
0009.mp4,REAL
0009_fake.mp4,FAKE
0010.mp4,REAL
0010_fake.mp4,FAKE
0011.mp4,REAL
0011_fake.mp4,FAKE
0012.mp4,REAL
0012_fake.mp4,FAKE
0013.mp4,REAL
0013_fake.mp4,FAKE
0014.mp4,REAL
0014_fake.mp4,FAKE
0015.mp4,REAL
0015_fake.mp4,FAKE
0016.mp4,REAL
0016_fake.mp4,FAKE
0017.mp4,REAL
0017_fake.mp4,FAKE
0018.mp4,REAL
0018_fake.mp4,FAKE
0019.mp4,REAL
0019_fake.mp4,FAKE
0020.mp4,REAL
0020_fake.mp4,FAKE
0021.mp4,REAL
0021_fake.mp4,FAKE
0022.mp4,REAL
0022_fake.mp4,FAKE
0023.mp4,REAL
0023_fake.mp4,FAKE
0024.mp4,REAL
0024_fake.mp4,FAKE
0026.mp4,REAL
0026_fake.mp4,FAKE
0031.mp4,REAL
0031_fake.mp4,FAKE
0034.mp4,REAL
0034_fake.mp4,FAKE
0035.mp4,REAL
0035_fake.mp4,FAKE
0037.mp4,REAL
0037_fake.mp4,FAKE
0039.mp4,REAL
0039_fake.mp4,FAKE
0041.mp4,REAL
0041_fake.mp4,FAKE
0043.mp4,REAL
0043_fake.mp4,FAKE
0044.mp4,REAL
0044_fake.mp4,FAKE
